student_ID,first_name,last_name,birthdate,country_ID,bac_ID,bac_moy
1307,Cassey,Ockenden,28/04/2006,c1,b1,13.69
9216,Cairistiona,McClory,05/02/2006,c3,b6,18.21
9578,Brook,McKinless,04/07/2006,c1,b2,13.02
6260,Gertrude,Duddridge,22/03/2006,c3,b2,19.97
3813,Virge,Ballin,02/08/2006,c5,b6,15.99
0635,Karia,Dymick,03/08/2006,c2,b3,16.6
4806,Hephzibah,Houson,28/12/2006,c5,b1,18.19
5714,Alica,Fosten,07/11/2006,c1,b4,13.98
3447,Leonanie,Klimowski,02/12/2006,c1,b4,18.79
6373,Nat,Mardling,07/04/2006,c3,b1,12.71
6634,Abbi,Hulles,02/08/2006,c3,b4,15.21
4665,Gusella,Wittman,08/02/2006,c1,b4,19.83
4233,Minta,Coase,21/10/2006,c4,b6,13.61
7206,Corrinne,Oris,30/07/2006,c2,b5,16.56
9500,Nadine,Croad,06/06/2006,c4,b5,12.98
3357,Moira,Gannicleff,04/06/2006,c5,b4,16.78
4630,Sampson,Aitken,29/03/2006,c3,b6,10.9
8104,Gare,Starking,03/11/2006,c1,b6,12.55
1156,Claudian,Wallas,26/09/2006,c4,b6,11.94
7842,Amalita,Kalinke,03/10/2006,c5,b2,15.69
6365,Dicky,Bedwell,01/08/2006,c2,b1,17.69
8945,Aurthur,Widdicombe,07/04/2006,c1,b3,12.21
5427,Ryun,Lorimer,17/02/2006,c2,b1,19.47
7158,Danila,Whiteway,24/11/2006,c1,b2,18.75
9469,Codie,Cohrs,28/08/2006,c2,b5,15.74
7804,Hurleigh,Comellini,13/10/2006,c3,b4,18.06
3302,Elmer,Hussy,29/08/2006,c4,b4,19.42
9712,Aeriell,Walkington,21/11/2006,c2,b2,12.06
7420,Hermione,Wychard,29/11/2006,c3,b6,13.11
9622,Kin,Samsin,09/09/2006,c3,b3,17.42
8815,Indira,Collihole,22/01/2006,c5,b4,12.41
8968,Annabella,Spurgin,18/12/2006,c1,b2,19.61
9505,Sandie,Balden,28/03/2006,c3,b2,10.13
3671,Davey,Coltart,15/04/2006,c4,b4,10.45
3928,Wendy,Polglaze,31/10/2006,c1,b4,16.09
1336,Elsy,Goldie,25/05/2006,c5,b2,17.32
5674,Morse,Maggiore,06/10/2006,c4,b4,17.7
6716,Morena,Howden,18/12/2006,c1,b1,13.93
4940,Annie,McKearnen,15/10/2006,c1,b4,17.05
1240,Amerigo,Rubinov,20/04/2006,c1,b1,16.76
7107,Caryl,Santello,29/08/2006,c1,b3,10.88
8762,Dorelle,Rippen,22/04/2006,c2,b1,14.48
5470,Jaine,McMurraya,17/09/2006,c4,b1,16.74
8764,Reggi,Eul,30/04/2006,c3,b3,19.83
3618,Gretel,Sommerscales,03/04/2006,c1,b2,11.01
8352,Aarika,Worledge,18/03/2006,c5,b2,16.13
1949,Fanchon,Manger,19/02/2006,c1,b6,15.01
4403,Harriett,Barthelme,28/06/2006,c1,b5,15.31
1868,Stefa,Caldeyroux,04/08/2006,c1,b2,13.37
5460,Archibold,Treleaven,06/03/2006,c3,b6,18.74
1090,Lisha,Wolfenden,23/09/2006,c5,b2,17.42
7131,Reba,Lorait,28/01/2006,c5,b2,19.25
7503,Alexia,Forman,21/09/2006,c3,b5,13.11
4637,Kelcy,Whatson,22/12/2006,c2,b6,18.16
6981,Abie,Antony,21/01/2006,c4,b1,17.2
4130,Carlyle,Bayldon,27/10/2006,c4,b4,19.9
2775,Kermy,Trodler,22/05/2006,c3,b3,11.8
9720,Joycelin,Gwilt,09/08/2006,c2,b2,13.58
7460,Udell,Gaze,26/01/2006,c3,b2,13.14
4686,Dorthea,Pawlett,14/06/2006,c3,b3,18.1
2063,Talya,Kohen,04/12/2006,c3,b3,11.71
2244,Clerkclaude,Pitt,24/08/2006,c3,b3,15.25
9033,Maegan,MacCole,13/09/2006,c4,b1,16.18
6956,Linnea,Manes,30/12/2006,c1,b4,15.96
1585,Evangeline,Heindrich,06/05/2006,c3,b1,16.13
2608,Odele,Mallalieu,31/07/2006,c1,b3,18.59
9640,Luke,Choke,22/10/2006,c4,b3,13.68
4075,Stanislaus,Richardet,28/11/2006,c4,b4,16.61
8523,Aleda,Calver,12/08/2006,c2,b2,14.6
0625,Maria,Quantrill,23/09/2006,c4,b6,17.82
6738,Nevins,Brodnecke,13/08/2006,c5,b4,16.95
7791,Jenda,Maryin,18/01/2006,c4,b2,15.9
0088,Eustacia,Baldick,20/12/2006,c4,b6,11.51
0951,Rorie,Barnshaw,24/08/2006,c4,b3,12.73
8825,Nathanial,Ferrant,10/09/2006,c2,b5,17.72
8667,Elbertina,Kisby,01/05/2006,c3,b4,16.45
1029,Tildie,Manach,09/07/2006,c5,b1,14.27
0534,Elfrida,Padrick,08/07/2006,c2,b5,15.31
6899,Ricard,Rodrigo,13/01/2006,c2,b5,15.18
4416,Lynnelle,Pellingar,10/04/2006,c4,b2,15.43
4975,Starla,Pullar,27/07/2006,c3,b3,12.23
4815,Teressa,Persey,20/07/2006,c1,b3,11.25
8834,Eartha,Scotter,14/02/2006,c3,b6,16.04
1558,Germana,Paynes,21/07/2006,c2,b2,19.81
8295,Hortense,Fraine,22/11/2006,c4,b1,18.74
9724,Balduin,North,12/02/2006,c1,b3,10.28
5446,Sharia,Stearn,12/06/2006,c1,b6,18.84
7521,Ilario,Lambourn,28/01/2006,c4,b5,13.31
8357,Patsy,McAllen,02/10/2006,c1,b3,12.7
8265,Rooney,Dolohunty,07/03/2006,c4,b5,16.45
0033,Beverly,Jandl,15/09/2006,c2,b2,10.43
2067,Horace,Grube,14/03/2006,c3,b4,12.78
5908,Nariko,Reffe,14/04/2006,c5,b1,16.62
0653,Juliet,Niche,20/04/2006,c3,b4,14.36
2879,Shelly,Huygen,27/07/2006,c4,b4,19.96
4628,Hadley,Bonny,24/07/2006,c1,b2,11.75
2989,Evonne,Wrettum,04/01/2006,c1,b6,18.64
3753,Chance,Virr,29/07/2006,c2,b1,10.65
1519,Andriana,Mervyn,13/05/2006,c2,b4,10.47
4933,Jasun,Storres,12/09/2006,c2,b1,12.69
6063,Natalya,Oret,23/05/2006,c3,b1,13.11
3215,Marris,Brumen,17/05/2006,c4,b1,10.15
2020,Maris,Wrettum,29/08/2006,c4,b5,17.24
1379,Abramo,Passey,17/01/2006,c5,b3,12.78
6255,Marnia,Staves,29/03/2006,c4,b2,10.63
1470,Rouvin,Reap,06/10/2006,c1,b2,16.96
1468,Carley,Dilley,29/05/2006,c1,b2,16.1
0957,Felice,Allder,20/02/2006,c3,b5,19.85
2063,Perren,Millery,17/10/2006,c1,b2,12.27
3281,Frank,Yeldham,11/02/2006,c5,b3,18.46
3844,Lisa,Cluer,24/06/2006,c5,b2,12.81
2296,Nadean,Stiell,03/12/2006,c1,b3,18.87
9802,Lucias,Jandl,29/01/2006,c4,b3,11.44
5263,Gerardo,Kale,22/07/2006,c1,b6,19.69
4530,Arvie,Brech,12/08/2006,c5,b1,16.02
4636,Nealon,Swatman,13/11/2006,c3,b5,13.93
4359,Rem,Solloway,21/11/2006,c3,b3,18.96
5138,Mignon,Chaffer,24/12/2006,c3,b3,11.32
6009,Rodolph,Olphert,17/10/2006,c4,b3,17.3
3118,Elenore,Heaseman,18/09/2006,c3,b6,16.41
2822,Loretta,Crannis,19/04/2006,c3,b2,19.29
5066,Dacey,Jewkes,26/02/2006,c2,b1,15.45
6548,Barby,Casewell,06/11/2006,c5,b1,16.98
7542,Clarette,Hallbord,10/06/2006,c2,b5,16.09
9893,Elysee,Wesson,11/03/2006,c5,b3,17.01
1248,Hayden,McInnerny,07/10/2006,c3,b2,15.19
1670,Berty,Wilse,20/12/2006,c4,b5,12.51
1255,Madelaine,Geary,25/05/2006,c4,b2,19.98
9576,Kit,Carmont,29/10/2006,c5,b1,18.56
7124,Ariella,Harsnipe,11/11/2006,c1,b6,17.98
2259,Gertrud,Fouch,01/07/2006,c5,b1,19.3
3784,Moselle,Hawken,09/12/2006,c2,b1,17.28
2372,Christopher,Longden,10/01/2006,c5,b5,19.39
9962,Michelle,Antonopoulos,26/02/2006,c3,b4,15.67
0937,Ian,Lillgard,20/03/2006,c4,b1,18.62
7775,Dyanne,Baine,09/06/2006,c4,b6,16.93
7210,Marilin,Grosvenor,07/09/2006,c4,b5,13.84
4549,Cloris,Dumelow,22/02/2006,c5,b1,15.87
4457,Kippie,Bryson,05/07/2006,c5,b5,13.28
4586,Marlon,Pandya,18/08/2006,c3,b2,16.31
3194,Kial,Parradice,14/12/2006,c4,b3,19.75
0384,Katrina,Bickle,24/11/2006,c4,b2,16.31
5171,Reider,Beazey,28/07/2006,c5,b6,13.69
7785,Dani,Drohun,06/12/2006,c1,b5,17.43
8491,Elianore,Gaskal,06/07/2006,c4,b2,15.38
0002,Augustin,Thorlby,13/06/2006,c4,b2,12.13
9325,Torrey,Halworth,26/02/2006,c2,b2,11.96
0785,Wit,Chatteris,19/05/2006,c1,b5,13.67
5431,Aldrich,Macro,02/05/2006,c1,b3,18.27
7750,Nikaniki,Pressnell,03/10/2006,c5,b3,13.42
4450,Elvira,Huckleby,13/11/2006,c5,b1,17.46
5433,Kort,Vernau,17/01/2006,c3,b5,14.0
3437,Court,Challiner,17/02/2006,c1,b2,15.94
2882,Dorie,Whitlow,05/10/2006,c3,b4,11.93
6929,Sibilla,Massot,16/08/2006,c5,b6,12.15
9582,Noelyn,Withey,14/07/2006,c1,b1,17.28
0726,Laurena,Drache,10/02/2006,c1,b6,19.62
8366,Torrie,Kleinert,12/10/2006,c2,b3,12.8
8961,Greta,Conti,26/10/2006,c4,b1,19.01
4891,Maximilian,Remirez,22/01/2006,c1,b1,10.63
9673,Elsbeth,Mabbott,20/05/2006,c3,b2,14.98
7522,Trixi,Ygou,18/01/2006,c4,b5,17.59
7231,Brander,Parnaby,28/03/2006,c1,b3,16.68
8364,Weylin,Vasentsov,07/12/2006,c1,b3,14.99
3557,Sharron,Bang,31/01/2006,c3,b1,19.72
4326,Base,Pithie,14/04/2006,c5,b2,13.32
5874,Morissa,Zaniolo,26/05/2006,c2,b3,15.23
7514,Alex,Sellars,16/11/2006,c5,b1,19.73
2556,Eugenie,Stormes,05/11/2006,c4,b3,15.43
0021,Chris,Svanetti,25/05/2006,c5,b4,15.46
9942,Luce,Pasby,04/10/2006,c3,b2,16.61
2061,Karie,Rupel,14/04/2006,c1,b6,16.49
9872,Sanford,Lansdowne,15/12/2006,c2,b3,18.89
5178,Jeth,Tookill,04/10/2006,c3,b3,10.23
2731,Yorgos,Flement,14/08/2006,c5,b6,14.36
5250,Libby,Cattroll,30/08/2006,c4,b6,19.7
1071,Ulysses,Shadfourth,05/12/2006,c4,b6,18.06
5277,Marlow,Brunel,22/12/2006,c5,b3,18.4
3676,Ronica,Rawlings,02/01/2006,c4,b4,15.3
6816,Lannie,Boik,06/07/2006,c3,b1,17.69
5815,Allianora,Merali,29/04/2006,c5,b6,16.1
7940,Shaylyn,Oakenford,25/05/2006,c4,b5,15.67
3101,Andriette,Eitter,22/09/2006,c1,b2,16.38
4772,Katherina,Forward,11/12/2006,c1,b3,15.65
7136,Ramsey,Andrick,30/03/2006,c1,b3,17.52
3124,Linnell,Muckersie,17/09/2006,c3,b4,17.31
0223,Britt,Slobom,25/02/2006,c1,b1,16.03
0647,Dore,Ferreo,21/06/2006,c2,b1,15.75
5329,Violet,Kemmish,28/03/2006,c1,b1,18.35
3199,Guinevere,Durand,27/02/2006,c4,b5,13.03
1073,Ario,Eidelman,18/01/2006,c5,b5,13.95
0944,Axe,Haldene,07/06/2006,c2,b5,12.05
7525,Olia,McCorkell,17/12/2006,c1,b6,19.69
6571,Caspar,De Carteret,14/01/2006,c2,b1,16.91
9855,Alvy,Shearwood,08/05/2006,c4,b5,17.38
8534,Phillipp,Lindenbaum,14/03/2006,c5,b5,17.2
8387,Lexis,Larkin,16/06/2006,c5,b4,12.67
6300,Cristian,Heatly,01/05/2006,c3,b1,10.23
5106,Timotheus,Birtwistle,25/04/2006,c1,b3,12.92
5893,Auberta,Livingston,14/10/2006,c4,b6,10.63
8962,Blakeley,Butcher,17/09/2006,c2,b6,18.54
3655,Linc,Dungay,10/08/2006,c4,b3,16.9
3333,Sargent,Durtnel,11/01/2006,c4,b5,17.01
2704,Griz,Oldridge,04/03/2006,c1,b1,17.44
7618,Horatio,Noar,22/03/2006,c5,b2,13.96
1995,Amabel,Bricham,07/08/2006,c2,b5,12.4
2230,Kali,Manners,16/05/2006,c1,b3,13.41
3693,Gray,Penhaleurack,24/02/2006,c5,b2,13.7
6114,Wynn,Borrows,05/08/2006,c1,b6,19.17
4454,Haily,Scaice,12/03/2006,c5,b2,18.69
8541,Shurwood,de Broke,29/04/2006,c4,b5,19.3
2482,Harlie,McLean,07/02/2006,c1,b3,17.16
1234,Mariana,Manoch,28/04/2006,c2,b1,15.08
3495,Tommie,Grabert,21/07/2006,c2,b3,16.53
5188,Perceval,Parcell,02/12/2006,c4,b4,19.91
9712,Jinny,Meekings,11/06/2006,c2,b3,17.03
3252,Klaus,Teek,26/03/2006,c5,b5,15.64
1599,Tessie,Heckner,19/06/2006,c2,b2,10.41
2267,Ryun,Pragnall,12/12/2006,c2,b1,11.31
9028,Glad,Alison,07/07/2006,c1,b5,10.24
7357,Ree,Ballantyne,02/09/2006,c1,b1,15.24
5886,Si,Robichon,11/04/2006,c4,b3,14.22
0124,Leigha,Domerq,28/09/2006,c5,b6,18.48
6587,Huntley,Taberner,18/12/2006,c4,b6,18.28
5652,Bondon,Munnery,19/11/2006,c2,b1,18.29
7758,Allina,Grigolon,20/03/2006,c5,b3,15.71
9096,Wren,McElree,29/08/2006,c4,b1,14.1
7201,Almeria,Pummell,06/02/2006,c3,b1,18.77
4069,Allie,Gwyer,27/12/2006,c5,b4,10.19
0464,Elonore,Crowne,28/01/2006,c1,b2,17.74
8682,Camel,Cammacke,01/06/2006,c5,b1,17.01
9063,Hermann,Arrighetti,30/07/2006,c5,b3,12.61
4204,Abdel,Cutts,19/08/2006,c4,b3,15.75
5657,Judie,Stollwerk,03/12/2006,c5,b5,11.48
7625,Riki,Gaskamp,21/08/2006,c3,b4,18.74
5595,Fancy,Laba,30/04/2006,c5,b2,13.6
7418,Ulrike,Farguhar,22/04/2006,c2,b1,12.98
8700,Ariel,Monkleigh,28/07/2006,c5,b6,13.92
2941,Velvet,Martellini,09/08/2006,c3,b6,10.21
6913,Gracia,Husselbee,08/05/2006,c5,b1,19.62
0988,Persis,Garner,21/03/2006,c2,b5,16.72
6457,Danya,Lazare,23/04/2006,c2,b6,15.54
5136,Briano,Pepperell,02/05/2006,c1,b3,18.79
4791,Reyna,Aloway,16/09/2006,c2,b2,18.26
4991,Chery,Honniebal,15/10/2006,c1,b6,18.92
7459,Spencer,Fettis,29/10/2006,c4,b6,10.3
3973,Rosetta,Falks,24/06/2006,c1,b4,19.97
5267,Elvira,Fernando,05/04/2006,c5,b6,12.04
2875,Zandra,Filppetti,20/10/2006,c4,b6,17.46
9788,Verene,Perton,22/04/2006,c1,b3,17.1
8343,Helenelizabeth,Winley,18/10/2006,c4,b3,13.87
7785,Marcile,D'Aubney,14/05/2006,c5,b1,15.09
4155,Ange,Bodicam,18/09/2006,c4,b2,17.88
0040,Sky,Yushmanov,21/09/2006,c4,b1,13.52
8658,Davidde,Donner,21/07/2006,c3,b3,13.47
2557,Corri,Limbourne,25/04/2006,c3,b2,11.4
2068,Hewie,Scapens,23/03/2006,c5,b3,18.82
4913,Thornton,Ashmole,28/11/2006,c3,b3,16.93
4707,Gilberto,Maycey,11/01/2006,c5,b6,12.09
2021,Ervin,Bangle,15/05/2006,c1,b5,10.75
4025,Loreen,Tant,01/01/2006,c3,b4,14.05
6998,Ardelia,Louis,25/01/2006,c4,b3,16.19
8780,Aylmar,Jeffryes,23/05/2006,c3,b4,14.25
2586,Lissi,Ronan,27/03/2006,c4,b1,19.44
1016,Pacorro,Spawton,30/10/2006,c1,b5,11.27
1262,Anya,Derby,30/07/2006,c2,b4,13.15
8284,Nealon,Helder,24/08/2006,c4,b5,17.96
4627,Nicolette,Amber,06/06/2006,c1,b2,11.77
9731,Jefferson,Clutton,22/08/2006,c1,b4,16.63
3538,Jason,Itscowicz,04/04/2006,c1,b2,13.04
6033,Bryce,Haining,22/03/2006,c3,b4,14.43
9275,Wynn,Brosetti,09/06/2006,c3,b6,15.24
0192,Marget,Featonby,07/09/2006,c2,b3,13.85
5757,Wyndham,Ivkovic,16/09/2006,c3,b1,19.29
5752,Eben,Lancastle,02/08/2006,c1,b1,10.93
2471,Robina,Kondrachenko,30/07/2006,c2,b5,18.35
4577,Latrina,Marton,02/03/2006,c3,b1,14.11
6233,Chevy,Simoes,11/11/2006,c5,b2,16.4
0105,Emma,Farens,08/08/2006,c1,b2,17.34
8008,Diann,Pegden,24/04/2006,c1,b4,13.07
8397,Rania,Duffit,13/02/2006,c1,b6,14.5
2256,Abbey,Sibthorpe,18/07/2006,c3,b2,13.7
6418,Osmund,Blodgetts,16/07/2006,c2,b5,18.26
9472,Lexie,Dandy,11/01/2006,c1,b2,12.61
3964,Marcella,Peachey,13/12/2006,c2,b2,19.45
8795,Marian,Hamfleet,27/10/2006,c3,b3,13.05
1786,Willi,McFade,26/06/2006,c3,b5,17.29
1480,Addi,Eyeington,31/01/2006,c3,b4,10.7
4449,Irina,Earingey,20/08/2006,c4,b6,15.17
1990,Willis,Hamshere,29/08/2006,c1,b2,14.37
0368,Craggie,Rudloff,06/07/2006,c4,b2,14.75
1850,Pandora,Slisby,18/08/2006,c4,b6,12.3
9514,Teresina,Fruchter,07/07/2006,c1,b1,16.67
5700,Trixie,Jonathon,08/08/2006,c4,b1,16.0
7218,Adrianna,Kirstein,24/02/2006,c5,b6,17.9
9463,Jessamyn,Badrock,21/06/2006,c1,b6,10.99
7805,Joyann,Eye,03/06/2006,c2,b1,11.46
2095,Whitaker,Boome,04/11/2006,c4,b1,11.57
1831,Biron,Henker,09/03/2006,c3,b1,11.06
2146,Rosa,Corlett,29/03/2006,c5,b1,14.12
4627,Bobbe,Grayland,02/09/2006,c1,b3,17.51
2265,Leta,Wittman,02/02/2006,c1,b3,12.64
4234,Rowland,Carles,11/02/2006,c5,b1,12.12
5377,Corey,Kingsnorth,02/09/2006,c5,b4,10.06
6887,Tedd,Welband,24/08/2006,c5,b5,11.6
6869,Klement,Fargie,02/08/2006,c3,b4,18.59
5347,Andromache,Littlefair,07/10/2006,c4,b3,10.79
4573,Nita,Scarratt,03/01/2006,c4,b4,16.17
7926,Celeste,Tomalin,21/01/2006,c3,b1,10.73
3663,Adelle,Ellerington,23/09/2006,c4,b5,16.81
9711,Joly,McSporrin,04/05/2006,c4,b2,10.56
9374,Ted,Hartup,18/09/2006,c1,b5,10.85
2210,Kristine,Romer,30/06/2006,c2,b5,12.8
9439,Kelila,Vedekhin,22/01/2006,c4,b6,16.3
1324,Fianna,Melsom,03/04/2006,c3,b5,13.89
3770,Hally,Mayor,12/01/2006,c2,b1,13.46
1697,Vallie,Lanegran,24/03/2006,c2,b2,15.19
1309,Standford,Alfuso,05/09/2006,c4,b4,12.86
9621,Kirby,Blanch,14/02/2006,c3,b1,12.7
7442,Georgeanne,McGrah,06/03/2006,c1,b1,19.9
1424,Zacharias,Spikeings,09/08/2006,c5,b1,10.03
5012,Aluino,Jachimak,23/10/2006,c4,b6,11.27
6714,Aeriela,Lomen,22/07/2006,c2,b5,12.1
6292,Noellyn,Broggini,13/09/2006,c4,b6,12.74
7063,Darrin,Nairn,01/02/2006,c4,b2,19.82
4051,Marcia,Ferrier,03/03/2006,c3,b2,16.23
9555,Carissa,Routley,04/11/2006,c2,b1,10.42
5567,Drucie,Kaines,16/10/2006,c3,b1,16.93
3596,Felicio,Heintze,16/05/2006,c1,b3,16.16
6829,Kele,Pilgrim,15/11/2006,c4,b5,18.22
6676,Menard,Eakley,26/10/2006,c4,b3,14.63
9392,Nicholle,Towse,28/11/2006,c3,b4,14.45
5671,Elinor,Leamy,18/03/2006,c1,b4,10.71
0157,Timofei,Surr,08/09/2006,c1,b1,14.22
4302,Orella,Carvilla,21/08/2006,c3,b3,13.52
5792,Jarib,Thorsby,16/08/2006,c4,b3,14.78
1482,Petrina,Gerge,02/02/2006,c2,b5,11.54
6106,Noach,Bolding,24/01/2006,c1,b3,19.92
3110,Latashia,Merton,03/07/2006,c4,b6,19.47
1381,Selle,Greenlees,02/02/2006,c4,b1,14.36
7636,Teddi,Duiguid,02/03/2006,c1,b1,14.42
3242,Ogden,Sharland,31/08/2006,c3,b6,10.02
9172,Carly,Manicomb,16/07/2006,c4,b1,14.69
5081,Brandice,Epinay,15/07/2006,c5,b4,15.95
9551,Ammamaria,Birtchnell,23/05/2006,c3,b1,16.41
2538,Layney,Farey,27/04/2006,c5,b5,12.39
9396,Sherwynd,Riseborough,15/02/2006,c1,b2,18.34
2258,Minetta,Toderbrugge,03/04/2006,c4,b4,15.22
8753,Frederigo,Atyea,18/03/2006,c3,b2,11.89
6736,Gus,Van Der Weedenburg,18/06/2006,c3,b4,11.65
4556,Katha,Spera,17/08/2006,c1,b3,16.32
2804,Burr,Conigsby,25/07/2006,c3,b5,17.3
3753,Deck,Earie,19/05/2006,c1,b3,15.23
1351,Octavius,Clemenceau,11/11/2006,c4,b2,12.45
9612,Marc,Di Angelo,12/01/2006,c1,b6,11.49
1032,Jemimah,Colgan,17/01/2006,c5,b3,16.46
3594,Abdel,Seddon,14/03/2006,c5,b4,17.71
6052,Joshia,Noads,24/10/2006,c5,b4,12.92
8622,Felecia,I'anson,09/12/2006,c4,b1,13.17
8256,Kevina,Oxberry,25/12/2006,c3,b4,15.9
3687,Rhona,Lovering,18/08/2006,c4,b3,11.04
5097,Bronnie,Chaters,12/10/2006,c5,b2,16.29
9691,Dulce,Hatton,09/11/2006,c3,b6,15.1
0572,Fran,Costigan,09/01/2006,c4,b2,10.77
6801,Jillayne,Honatsch,27/05/2006,c4,b3,13.65
7308,Giles,Twinterman,21/01/2006,c4,b5,18.09
3461,Myrtle,Leipelt,11/08/2006,c5,b2,15.09
5110,Crystie,Labeuil,09/12/2006,c1,b4,17.46
1930,Ara,Thickins,28/07/2006,c2,b3,16.54
4624,Lynnelle,Clac,07/05/2006,c2,b4,15.03
6421,Gates,Thorneloe,26/04/2006,c4,b4,12.21
3559,Kenny,Andreazzi,01/09/2006,c4,b5,15.6
9483,Ann-marie,Shale,10/02/2006,c5,b5,11.66
8003,Had,Seargeant,23/11/2006,c3,b2,12.29
1742,Luigi,Borles,16/07/2006,c1,b5,19.45
4794,Angelle,Devonport,11/03/2006,c5,b5,10.29
1668,Farlie,Try,23/06/2006,c3,b6,16.0
2318,Starlin,Lambkin,27/10/2006,c5,b3,12.17
6436,Birgitta,Moens,22/07/2006,c2,b5,14.67
3387,Adelina,Barnfather,08/07/2006,c2,b2,10.31
9791,Zara,Frickey,28/05/2006,c1,b1,13.61
9489,Maxie,Sugars,11/08/2006,c4,b3,14.18
0849,Juliann,Escalante,23/02/2006,c5,b2,10.53
7345,Horatia,Gregory,13/01/2006,c2,b3,19.88
0339,Silva,Reisen,24/11/2006,c1,b2,18.82
8979,Rafi,Ingold,26/04/2006,c2,b2,15.99
8088,Dru,Vanyashkin,03/10/2006,c4,b1,14.02
0173,Inga,Brookz,13/08/2006,c3,b5,11.49
2815,Ulises,Rosas,09/09/2006,c1,b6,15.35
2799,Ximenes,Kennler,17/03/2006,c4,b5,14.36
8347,Lisetta,Jacobovitch,02/10/2006,c3,b6,14.58
1281,Casey,Whaites,15/11/2006,c5,b3,13.55
1834,Wolf,Gawthorp,19/07/2006,c3,b5,12.98
4624,Glennie,Rigolle,21/11/2006,c5,b3,17.89
8924,Verina,Iacovides,02/07/2006,c4,b2,16.12
